date,State,Type,Confirmed
Apr 1 2019,Victoria,A(H1N1)pdm09,26
Apr 1 2019,Victoria,A(H3N2),32
Apr 1 2019,Victoria,A(unsubtyped),3352
Apr 1 2019,Victoria,B,316
Apr 1 2019,Victoria,C,0
Apr 1 2019,Victoria,A and B,3
Apr 1 2019,Victoria,Untyped,15
Apr 1 2019,Western Australia,A(H1N1)pdm09,34
Apr 1 2019,Western Australia,A(H3N2),106
Apr 1 2019,Western Australia,A(unsubtyped),235
Apr 1 2019,Western Australia,B,103
Apr 1 2019,Western Australia,C,0
Apr 1 2019,Western Australia,A and B,0
Apr 1 2019,Western Australia,Untyped,0
May 1 2019,New South Wales,A(H1N1)pdm09,140
May 1 2019,New South Wales,A(H3N2),283
May 1 2019,New South Wales,A(unsubtyped),5462
May 1 2019,New South Wales,B,2013
May 1 2019,New South Wales,C,0
May 1 2019,New South Wales,A and B,22
May 1 2019,New South Wales,Untyped,0
May 1 2019,Northern Territory,A(H1N1)pdm09,11
May 1 2019,Northern Territory,A(H3N2),140
May 1 2019,Northern Territory,A(unsubtyped),93
May 1 2019,Northern Territory,B,38
May 1 2019,Northern Territory,C,0
May 1 2019,Northern Territory,A and B,0
May 1 2019,Northern Territory,Untyped,0
May 1 2019,Queensland,A(H1N1)pdm09,87
May 1 2019,Queensland,A(H3N2),208
May 1 2019,Queensland,A(unsubtyped),2634
May 1 2019,Queensland,B,680
May 1 2019,Queensland,C,0
May 1 2019,Queensland,A and B,0
May 1 2019,Queensland,Untyped,0
May 1 2019,South Australia,A(H1N1)pdm09,1
May 1 2019,South Australia,A(H3N2),0
May 1 2019,South Australia,A(unsubtyped),8024
May 1 2019,South Australia,B,384
May 1 2019,South Australia,C,0
May 1 2019,South Australia,A and B,0
May 1 2019,South Australia,Untyped,0
May 1 2019,Tasmania,A(H1N1)pdm09,9
May 1 2019,Tasmania,A(H3N2),92
May 1 2019,Tasmania,A(unsubtyped),233
May 1 2019,Tasmania,B,23
May 1 2019,Tasmania,C,0
May 1 2019,Tasmania,A and B,0
May 1 2019,Tasmania,Untyped,0
May 1 2019,Victoria,A(H1N1)pdm09,20
May 1 2019,Victoria,A(H3N2),33
May 1 2019,Victoria,A(unsubtyped),7045
May 1 2019,Victoria,B,1046
May 1 2019,Victoria,C,1
May 1 2019,Victoria,A and B,21
May 1 2019,Victoria,Untyped,1
May 1 2019,Western Australia,A(H1N1)pdm09,54
May 1 2019,Western Australia,A(H3N2),1064
May 1 2019,Western Australia,A(unsubtyped),1494
May 1 2019,Western Australia,B,919
May 1 2019,Western Australia,C,0
May 1 2019,Western Australia,A and B,0
May 1 2019,Western Australia,Untyped,3
Jun 1 2019,New South Wales,A(H1N1)pdm09,58
Jun 1 2019,New South Wales,A(H3N2),522
Jun 1 2019,New South Wales,A(unsubtyped),14511
Jun 1 2019,New South Wales,B,6209
Jun 1 2019,New South Wales,C,0
Jun 1 2019,New South Wales,A and B,74
Jun 1 2019,New South Wales,Untyped,1
Jun 1 2019,Northern Territory,A(H1N1)pdm09,3
Jun 1 2019,Northern Territory,A(H3N2),68
Jun 1 2019,Northern Territory,A(unsubtyped),56
Jun 1 2019,Northern Territory,B,17
Jun 1 2019,Northern Territory,C,0
Jun 1 2019,Northern Territory,A and B,0
Jun 1 2019,Northern Territory,Untyped,0
Jun 1 2019,Queensland,A(H1N1)pdm09,103
Jun 1 2019,Queensland,A(H3N2),452
Jun 1 2019,Queensland,A(unsubtyped),5955
Jun 1 2019,Queensland,B,1285
Jun 1 2019,Queensland,C,0
Jun 1 2019,Queensland,A and B,0
Jun 1 2019,Queensland,Untyped,0
Jun 1 2019,South Australia,A(H1N1)pdm09,0
Jun 1 2019,South Australia,A(H3N2),0
Jun 1 2019,South Australia,A(unsubtyped),1883
Jun 1 2019,South Australia,B,556
Jun 1 2019,South Australia,C,0
Jun 1 2019,South Australia,A and B,0
Jun 1 2019,South Australia,Untyped,0
Jun 1 2019,Tasmania,A(H1N1)pdm09,6
Jun 1 2019,Tasmania,A(H3N2),77
Jun 1 2019,Tasmania,A(unsubtyped),260
Jun 1 2019,Tasmania,B,24
Jun 1 2019,Tasmania,C,0
Jun 1 2019,Tasmania,A and B,0
Jun 1 2019,Tasmania,Untyped,0
Jun 1 2019,Victoria,A(H1N1)pdm09,4
Jun 1 2019,Victoria,A(H3N2),32
Jun 1 2019,Victoria,A(unsubtyped),9320
Jun 1 2019,Victoria,B,1779
Jun 1 2019,Victoria,C,0
Jun 1 2019,Victoria,A and B,33
Jun 1 2019,Victoria,Untyped,4
Jun 1 2019,Western Australia,A(H1N1)pdm09,9
Jun 1 2019,Western Australia,A(H3N2),1442
Jun 1 2019,Western Australia,A(unsubtyped),5840
Jun 1 2019,Western Australia,B,2693
Jun 1 2019,Western Australia,C,0
Jun 1 2019,Western Australia,A and B,0
Jun 1 2019,Western Australia,Untyped,28
Jul 1 2019,New South Wales,A(H1N1)pdm09,55
Jul 1 2019,New South Wales,A(H3N2),762
Jul 1 2019,New South Wales,A(unsubtyped),21182
Jul 1 2019,New South Wales,B,7531
Jul 1 2019,New South Wales,C,0
Jul 1 2019,New South Wales,A and B,167
Jul 1 2019,New South Wales,Untyped,0
Jul 1 2019,Northern Territory,A(H1N1)pdm09,9
Jul 1 2019,Northern Territory,A(H3N2),50
Jul 1 2019,Northern Territory,A(unsubtyped),48
Jul 1 2019,Northern Territory,B,36
Jul 1 2019,Northern Territory,C,0
Jul 1 2019,Northern Territory,A and B,0
Jul 1 2019,Northern Territory,Untyped,0
Jul 1 2019,Queensland,A(H1N1)pdm09,82
Jul 1 2019,Queensland,A(H3N2),533
Jul 1 2019,Queensland,A(unsubtyped),9000
Jul 1 2019,Queensland,B,1707
Jul 1 2019,Queensland,C,0
Jul 1 2019,Queensland,A and B,0
Jul 1 2019,Queensland,Untyped,0
Jul 1 2019,South Australia,A(H1N1)pdm09,0
Jul 1 2019,South Australia,A(H3N2),0
Jul 1 2019,South Australia,A(unsubtyped),960
Jul 1 2019,South Australia,B,733
Jul 1 2019,South Australia,C,0
Jul 1 2019,South Australia,A and B,0
Jul 1 2019,South Australia,Untyped,1
Jul 1 2019,Tasmania,A(H1N1)pdm09,28
Jul 1 2019,Tasmania,A(H3N2),79
Jul 1 2019,Tasmania,A(unsubtyped),368
Jul 1 2019,Tasmania,B,34
Jul 1 2019,Tasmania,C,0
Jul 1 2019,Tasmania,A and B,0
Jul 1 2019,Tasmania,Untyped,0
Jul 1 2019,Victoria,A(H1N1)pdm09,1
Jul 1 2019,Victoria,A(H3N2),34
Jul 1 2019,Victoria,A(unsubtyped),11426
Jul 1 2019,Victoria,B,2319
Jul 1 2019,Victoria,C,0
Jul 1 2019,Victoria,A and B,45
Jul 1 2019,Victoria,Untyped,5
Jul 1 2019,Western Australia,A(H1N1)pdm09,11
Jul 1 2019,Western Australia,A(H3N2),711
Jul 1 2019,Western Australia,A(unsubtyped),2879
Jul 1 2019,Western Australia,B,1705
Jul 1 2019,Western Australia,C,0
Jul 1 2019,Western Australia,A and B,0
Jul 1 2019,Western Australia,Untyped,29
Aug 1 2019,New South Wales,A(H1N1)pdm09,39
Aug 1 2019,New South Wales,A(H3N2),1054
Aug 1 2019,New South Wales,A(unsubtyped),20171
Aug 1 2019,New South Wales,B,8507
Aug 1 2019,New South Wales,C,0
Aug 1 2019,New South Wales,A and B,74
Aug 1 2019,New South Wales,Untyped,0
Aug 1 2019,Northern Territory,A(H1N1)pdm09,14
Aug 1 2019,Northern Territory,A(H3N2),48
Aug 1 2019,Northern Territory,A(unsubtyped),50
Aug 1 2019,Northern Territory,B,47
Aug 1 2019,Northern Territory,C,0
Aug 1 2019,Northern Territory,A and B,0
Aug 1 2019,Northern Territory,Untyped,0
Aug 1 2019,Queensland,A(H1N1)pdm09,51
Aug 1 2019,Queensland,A(H3N2),838
Aug 1 2019,Queensland,A(unsubtyped),16853
Aug 1 2019,Queensland,B,4349
Aug 1 2019,Queensland,C,0
Aug 1 2019,Queensland,A and B,0
Aug 1 2019,Queensland,Untyped,0
Aug 1 2019,South Australia,A(H1N1)pdm09,0
Aug 1 2019,South Australia,A(H3N2),0
Aug 1 2019,South Australia,A(unsubtyped),792
Aug 1 2019,South Australia,B,823
Aug 1 2019,South Australia,C,0
Aug 1 2019,South Australia,A and B,0
Aug 1 2019,South Australia,Untyped,2
Aug 1 2019,Tasmania,A(H1N1)pdm09,11
Aug 1 2019,Tasmania,A(H3N2),143
Aug 1 2019,Tasmania,A(unsubtyped),364
Aug 1 2019,Tasmania,B,91
Aug 1 2019,Tasmania,C,0
Aug 1 2019,Tasmania,A and B,0
Aug 1 2019,Tasmania,Untyped,0
Aug 1 2019,Victoria,A(H1N1)pdm09,4
Aug 1 2019,Victoria,A(H3N2),12
Aug 1 2019,Victoria,A(unsubtyped),8613
Aug 1 2019,Victoria,B,4808
Aug 1 2019,Victoria,C,0
Aug 1 2019,Victoria,A and B,41
Aug 1 2019,Victoria,Untyped,3
Aug 1 2019,Western Australia,A(H1N1)pdm09,11
Aug 1 2019,Western Australia,A(H3N2),168
Aug 1 2019,Western Australia,A(unsubtyped),697
Aug 1 2019,Western Australia,B,408
Aug 1 2019,Western Australia,C,0
Aug 1 2019,Western Australia,A and B,0
Aug 1 2019,Western Australia,Untyped,11
Sep 1 2019,New South Wales,A(H1N1)pdm09,25
Sep 1 2019,New South Wales,A(H3N2),353
Sep 1 2019,New South Wales,A(unsubtyped),7278
Sep 1 2019,New South Wales,B,4286
Sep 1 2019,New South Wales,C,0
Sep 1 2019,New South Wales,A and B,47
Sep 1 2019,New South Wales,Untyped,0
Sep 1 2019,Northern Territory,A(H1N1)pdm09,2
Sep 1 2019,Northern Territory,A(H3N2),19
Sep 1 2019,Northern Territory,A(unsubtyped),24
Sep 1 2019,Northern Territory,B,87
Sep 1 2019,Northern Territory,C,0
Sep 1 2019,Northern Territory,A and B,0
Sep 1 2019,Northern Territory,Untyped,0
Sep 1 2019,Queensland,A(H1N1)pdm09,16
Sep 1 2019,Queensland,A(H3N2),386
Sep 1 2019,Queensland,A(unsubtyped),7021
Sep 1 2019,Queensland,B,3086
Sep 1 2019,Queensland,C,0
Sep 1 2019,Queensland,A and B,0
Sep 1 2019,Queensland,Untyped,0
Sep 1 2019,South Australia,A(H1N1)pdm09,0
Sep 1 2019,South Australia,A(H3N2),0
Sep 1 2019,South Australia,A(unsubtyped),694
Sep 1 2019,South Australia,B,756
Sep 1 2019,South Australia,C,0
Sep 1 2019,South Australia,A and B,0
Sep 1 2019,South Australia,Untyped,1
Sep 1 2019,Tasmania,A(H1N1)pdm09,5
Sep 1 2019,Tasmania,A(H3N2),31
Sep 1 2019,Tasmania,A(unsubtyped),194
Sep 1 2019,Tasmania,B,122
Sep 1 2019,Tasmania,C,0
Sep 1 2019,Tasmania,A and B,0
Sep 1 2019,Tasmania,Untyped,0
Sep 1 2019,Victoria,A(H1N1)pdm09,0
Sep 1 2019,Victoria,A(H3N2),3
Sep 1 2019,Victoria,A(unsubtyped),4764
Sep 1 2019,Victoria,B,4051
Sep 1 2019,Victoria,C,0
Sep 1 2019,Victoria,A and B,19
Sep 1 2019,Victoria,Untyped,1
Sep 1 2019,Western Australia,A(H1N1)pdm09,4
Sep 1 2019,Western Australia,A(H3N2),34
Sep 1 2019,Western Australia,A(unsubtyped),264
Sep 1 2019,Western Australia,B,105
Sep 1 2019,Western Australia,C,0
Sep 1 2019,Western Australia,A and B,0
Sep 1 2019,Western Australia,Untyped,13
Oct 1 2019,New South Wales,A(H1N1)pdm09,23
Oct 1 2019,New South Wales,A(H3N2),57
Oct 1 2019,New South Wales,A(unsubtyped),1629
Oct 1 2019,New South Wales,B,883
Oct 1 2019,New South Wales,C,0
Oct 1 2019,New South Wales,A and B,3
Oct 1 2019,New South Wales,Untyped,0
Oct 1 2019,Northern Territory,A(H1N1)pdm09,7
Oct 1 2019,Northern Territory,A(H3N2),11
Oct 1 2019,Northern Territory,A(unsubtyped),13
Oct 1 2019,Northern Territory,B,44
Oct 1 2019,Northern Territory,C,0
Oct 1 2019,Northern Territory,A and B,0
Oct 1 2019,Northern Territory,Untyped,0
Oct 1 2019,Queensland,A(H1N1)pdm09,25
Oct 1 2019,Queensland,A(H3N2),105
Oct 1 2019,Queensland,A(unsubtyped),1252
Oct 1 2019,Queensland,B,707
Oct 1 2019,Queensland,C,0
Oct 1 2019,Queensland,A and B,0
Oct 1 2019,Queensland,Untyped,0
Oct 1 2019,South Australia,A(H1N1)pdm09,1
Oct 1 2019,South Australia,A(H3N2),0
Oct 1 2019,South Australia,A(unsubtyped),431
Oct 1 2019,South Australia,B,417
Oct 1 2019,South Australia,C,0
Oct 1 2019,South Australia,A and B,0
Oct 1 2019,South Australia,Untyped,0
Oct 1 2019,Tasmania,A(H1N1)pdm09,6
Oct 1 2019,Tasmania,A(H3N2),21
Oct 1 2019,Tasmania,A(unsubtyped),93
Oct 1 2019,Tasmania,B,38
Oct 1 2019,Tasmania,C,0
Oct 1 2019,Tasmania,A and B,0
Oct 1 2019,Tasmania,Untyped,0
Oct 1 2019,Victoria,A(H1N1)pdm09,1
Oct 1 2019,Victoria,A(H3N2),3
Oct 1 2019,Victoria,A(unsubtyped),2023
Oct 1 2019,Victoria,B,1024
Oct 1 2019,Victoria,C,0
Oct 1 2019,Victoria,A and B,3
Oct 1 2019,Victoria,Untyped,0
Oct 1 2019,Western Australia,A(H1N1)pdm09,6
Oct 1 2019,Western Australia,A(H3N2),21
Oct 1 2019,Western Australia,A(unsubtyped),116
Oct 1 2019,Western Australia,B,54
Oct 1 2019,Western Australia,C,0
Oct 1 2019,Western Australia,A and B,0
Oct 1 2019,Western Australia,Untyped,4
Nov 1 2019,New South Wales,A(H1N1)pdm09,55
Nov 1 2019,New South Wales,A(H3N2),15
Nov 1 2019,New South Wales,A(unsubtyped),1114
Nov 1 2019,New South Wales,B,245
Nov 1 2019,New South Wales,C,0
Nov 1 2019,New South Wales,A and B,2
Nov 1 2019,New South Wales,Untyped,2
Nov 1 2019,Northern Territory,A(H1N1)pdm09,30
Nov 1 2019,Northern Territory,A(H3N2),1
Nov 1 2019,Northern Territory,A(unsubtyped),8
Nov 1 2019,Northern Territory,B,29
Nov 1 2019,Northern Territory,C,0
Nov 1 2019,Northern Territory,A and B,0
Nov 1 2019,Northern Territory,Untyped,0
Nov 1 2019,Queensland,A(H1N1)pdm09,32
Nov 1 2019,Queensland,A(H3N2),32
Nov 1 2019,Queensland,A(unsubtyped),360
Nov 1 2019,Queensland,B,382
Nov 1 2019,Queensland,C,0
Nov 1 2019,Queensland,A and B,0
Nov 1 2019,Queensland,Untyped,0
Nov 1 2019,South Australia,A(H1N1)pdm09,0
Nov 1 2019,South Australia,A(H3N2),0
Nov 1 2019,South Australia,A(unsubtyped),298
Nov 1 2019,South Australia,B,376
Nov 1 2019,South Australia,C,0
Nov 1 2019,South Australia,A and B,0
Nov 1 2019,South Australia,Untyped,0
Nov 1 2019,Tasmania,A(H1N1)pdm09,5
Nov 1 2019,Tasmania,A(H3N2),12
Nov 1 2019,Tasmania,A(unsubtyped),71
Nov 1 2019,Tasmania,B,10
Nov 1 2019,Tasmania,C,0
Nov 1 2019,Tasmania,A and B,0
Nov 1 2019,Tasmania,Untyped,0
Nov 1 2019,Victoria,A(H1N1)pdm09,4
Nov 1 2019,Victoria,A(H3N2),0
Nov 1 2019,Victoria,A(unsubtyped),869
Nov 1 2019,Victoria,B,457
Nov 1 2019,Victoria,C,0
Nov 1 2019,Victoria,A and B,1
Nov 1 2019,Victoria,Untyped,0
Nov 1 2019,Western Australia,A(H1N1)pdm09,24
Nov 1 2019,Western Australia,A(H3N2),6
Nov 1 2019,Western Australia,A(unsubtyped),167
Nov 1 2019,Western Australia,B,20
Nov 1 2019,Western Australia,C,0
Nov 1 2019,Western Australia,A and B,0
Nov 1 2019,Western Australia,Untyped,3
Des 1 2019,New South Wales,A(H1N1)pdm09,72
Des 1 2019,New South Wales,A(H3N2),9
Des 1 2019,New South Wales,A(unsubtyped),843
Des 1 2019,New South Wales,B,198
Des 1 2019,New South Wales,C,0
Des 1 2019,New South Wales,A and B,1
Des 1 2019,New South Wales,Untyped,1
Des 1 2019,Northern Territory,A(H1N1)pdm09,126
Des 1 2019,Northern Territory,A(H3N2),3
Des 1 2019,Northern Territory,A(unsubtyped),33
Des 1 2019,Northern Territory,B,17
Des 1 2019,Northern Territory,C,0
Des 1 2019,Northern Territory,A and B,0
Des 1 2019,Northern Territory,Untyped,1
Des 1 2019,Queensland,A(H1N1)pdm09,32
Des 1 2019,Queensland,A(H3N2),7
Des 1 2019,Queensland,A(unsubtyped),306
Des 1 2019,Queensland,B,194
Des 1 2019,Queensland,C,0
Des 1 2019,Queensland,A and B,0
Des 1 2019,Queensland,Untyped,0
Des 1 2019,South Australia,A(H1N1)pdm09,0
Des 1 2019,South Australia,A(H3N2),0
Des 1 2019,South Australia,A(unsubtyped),213
Des 1 2019,South Australia,B,243
Des 1 2019,South Australia,C,0
Des 1 2019,South Australia,A and B,0
Des 1 2019,South Australia,Untyped,0
Des 1 2019,Tasmania,A(H1N1)pdm09,8
Des 1 2019,Tasmania,A(H3N2),4
Des 1 2019,Tasmania,A(unsubtyped),33
Des 1 2019,Tasmania,B,4
Des 1 2019,Tasmania,C,0
Des 1 2019,Tasmania,A and B,0
Des 1 2019,Tasmania,Untyped,0
Des 1 2019,Victoria,A(H1N1)pdm09,8
Des 1 2019,Victoria,A(H3N2),1
Des 1 2019,Victoria,A(unsubtyped),976
Des 1 2019,Victoria,B,193
Des 1 2019,Victoria,C,0
Des 1 2019,Victoria,A and B,3
Des 1 2019,Victoria,Untyped,0
Des 1 2019,Western Australia,A(H1N1)pdm09,49
Des 1 2019,Western Australia,A(H3N2),5
Des 1 2019,Western Australia,A(unsubtyped),136
Des 1 2019,Western Australia,B,22
Des 1 2019,Western Australia,C,0
Des 1 2019,Western Australia,A and B,0
Des 1 2019,Western Australia,Untyped,3
Jan 1 2020,New South Wales,A(H1N1)pdm09,16
Jan 1 2020,New South Wales,A(H3N2),1
Jan 1 2020,New South Wales,A(unsubtyped),160
Jan 1 2020,New South Wales,B,33
Jan 1 2020,New South Wales,C,0
Jan 1 2020,New South Wales,A and B,0
Jan 1 2020,New South Wales,Untyped,0
Jan 1 2020,Northern Territory,A(H1N1)pdm09,15
Jan 1 2020,Northern Territory,A(H3N2),0
Jan 1 2020,Northern Territory,A(unsubtyped),5
Jan 1 2020,Northern Territory,B,0
Jan 1 2020,Northern Territory,C,0
Jan 1 2020,Northern Territory,A and B,0
Jan 1 2020,Northern Territory,Untyped,0
Jan 1 2020,Queensland,A(H1N1)pdm09,13
Jan 1 2020,Queensland,A(H3N2),0
Jan 1 2020,Queensland,A(unsubtyped),97
Jan 1 2020,Queensland,B,30
Jan 1 2020,Queensland,C,0
Jan 1 2020,Queensland,A and B,0
Jan 1 2020,Queensland,Untyped,0
Jan 1 2020,South Australia,A(H1N1)pdm09,0
Jan 1 2020,South Australia,A(H3N2),0
Jan 1 2020,South Australia,A(unsubtyped),36
Jan 1 2020,South Australia,B,7
Jan 1 2020,South Australia,C,0
Jan 1 2020,South Australia,A and B,0
Jan 1 2020,South Australia,Untyped,0
Jan 1 2020,Tasmania,A(H1N1)pdm09,4
Jan 1 2020,Tasmania,A(H3N2),2
Jan 1 2020,Tasmania,A(unsubtyped),3
Jan 1 2020,Tasmania,B,0
Jan 1 2020,Tasmania,C,0
Jan 1 2020,Tasmania,A and B,0
Jan 1 2020,Tasmania,Untyped,0
Jan 1 2020,Victoria,A(H1N1)pdm09,2
Jan 1 2020,Victoria,A(H3N2),1
Jan 1 2020,Victoria,A(unsubtyped),221
Jan 1 2020,Victoria,B,15
Jan 1 2020,Victoria,C,0
Jan 1 2020,Victoria,A and B,0
Jan 1 2020,Victoria,Untyped,0
Jan 1 2020,Western Australia,A(H1N1)pdm09,8
Jan 1 2020,Western Australia,A(H3N2),3
Jan 1 2020,Western Australia,A(unsubtyped),35
Jan 1 2020,Western Australia,B,2
Jan 1 2020,Western Australia,C,0
Jan 1 2020,Western Australia,A and B,0
Jan 1 2020,Western Australia,Untyped,0
